                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                 1.1917,                 1.1301,                 1.1389,                0.79611,                0.70988,                0.79943,                0.58041,                 1.0242,                0.90021,                  1.101,             0.00048257,             0.00048257,             0.00048257
                    145,                 1.1927,                 1.1286,                 1.1202,                0.82235,                0.71082,                0.80759,                0.58402,                0.99967,                 0.8908,                 1.0872,             0.00048128,             0.00048128,             0.00048128
                    146,                 1.1981,                  1.147,                 1.1247,                0.80094,                0.72473,                0.80101,                0.57491,                0.99925,                0.89095,                 1.0886,             0.00047999,             0.00047999,             0.00047999
                    147,                 1.1603,                   1.09,                 1.1405,                0.81103,                0.73081,                 0.8174,                0.59213,                0.99069,                0.88389,                 1.0825,              0.0004787,              0.0004787,              0.0004787
                    148,                 1.1346,                 1.0861,                 1.1124,                0.77811,                0.74689,                0.81815,                0.58895,                0.99585,                0.87675,                 1.0896,             0.00047741,             0.00047741,             0.00047741
                    149,                 1.1676,                 1.1114,                 1.1384,                 0.8454,                0.71412,                0.81382,                0.58333,                 1.0052,                 0.8981,                  1.086,             0.00047612,             0.00047612,             0.00047612
                    150,                 1.1359,                 1.0843,                 1.1231,                0.84662,                0.70941,                0.81967,                0.59922,                0.98345,                0.88484,                 1.0863,             0.00047483,             0.00047483,             0.00047483
                    151,                 1.1203,                 1.0605,                 1.1025,                0.81631,                0.72097,                0.82116,                0.59482,                0.97252,                 0.8649,                 1.0739,             0.00047354,             0.00047354,             0.00047354
                    152,                 1.0919,                 1.0408,                 1.1201,                0.83758,                0.72459,                0.82124,                0.60327,                0.97221,                 0.8571,                  1.072,             0.00047225,             0.00047225,             0.00047225
                    153,                 1.1305,                 1.0572,                 1.1322,                0.81565,                0.75508,                0.82593,                0.60357,                0.96866,                0.85134,                 1.0741,             0.00047096,             0.00047096,             0.00047096
                    154,                 1.1535,                 1.0595,                 1.1141,                0.79144,                0.76798,                0.82055,                0.59403,                 1.0011,                0.84919,                 1.0865,             0.00046967,             0.00046967,             0.00046967
                    155,                 1.1361,                 1.0431,                 1.0969,                0.81798,                0.74962,                0.82759,                0.60601,                0.98509,                0.83626,                 1.0824,             0.00046839,             0.00046839,             0.00046839
                    156,                 1.1623,                  1.073,                 1.1347,                0.85135,                 0.7367,                0.83559,                0.61505,                0.96242,                0.82343,                 1.0735,              0.0004671,              0.0004671,              0.0004671
                    157,                 1.1116,                 1.0273,                 1.1245,                0.81007,                  0.769,                0.83725,                 0.6131,                0.95076,                0.82027,                 1.0662,             0.00046581,             0.00046581,             0.00046581
                    158,                  1.146,                  1.063,                 1.1036,                 0.8607,                0.74713,                0.84026,                0.61661,                0.94605,                0.82572,                 1.0651,             0.00046452,             0.00046452,             0.00046452
                    159,                 1.1372,                 1.0658,                 1.1272,                0.87198,                0.71793,                 0.8296,                0.61662,                0.94437,                0.81518,                 1.0668,             0.00046323,             0.00046323,             0.00046323
                    160,                 1.1066,                 1.0307,                 1.0966,                0.78865,                0.76592,                0.83579,                0.61286,                0.95429,                0.82586,                 1.0615,             0.00046194,             0.00046194,             0.00046194
                    161,                 1.1356,                 1.0219,                 1.1149,                0.82619,                0.72731,                 0.8199,                0.60138,                0.97072,                0.85405,                 1.0646,             0.00046065,             0.00046065,             0.00046065
                    162,                 1.1403,                 1.0516,                 1.1045,                0.84578,                0.72946,                0.82688,                0.60095,                0.99317,                0.84245,                 1.0825,             0.00045936,             0.00045936,             0.00045936
                    163,                 1.1208,                 1.0455,                 1.1352,                0.81846,                0.75763,                0.83743,                0.59712,                 1.0113,                 0.8491,                 1.0972,             0.00045807,             0.00045807,             0.00045807
                    164,                 1.1629,                 1.0677,                 1.1281,                 0.8089,                0.77664,                0.84318,                0.61414,                0.96574,                0.83244,                 1.0704,             0.00045678,             0.00045678,             0.00045678
                    165,                 1.1018,                0.99165,                 1.0929,                0.85589,                0.78401,                 0.8536,                0.62997,                0.94674,                0.79613,                 1.0575,             0.00045549,             0.00045549,             0.00045549
                    166,                 1.1352,                 0.9951,                 1.0949,                0.85388,                 0.7543,                0.84732,                0.61188,                0.97651,                0.80066,                 1.0756,              0.0004542,              0.0004542,              0.0004542
                    167,                 1.0929,                0.97026,                 1.0908,                0.85792,                0.75196,                0.84028,                0.61679,                0.96731,                0.81402,                 1.0658,             0.00045291,             0.00045291,             0.00045291
                    168,                  1.139,                 1.0034,                 1.0896,                0.83774,                  0.768,                0.84146,                0.61069,                 0.9678,                0.80183,                  1.066,             0.00045162,             0.00045162,             0.00045162
                    169,                 1.1185,                 1.0123,                 1.0829,                0.87057,                0.74167,                0.84926,                 0.6281,                0.94588,                0.79185,                 1.0541,             0.00045033,             0.00045033,             0.00045033
                    170,                 1.0894,                 1.0265,                 1.1405,                0.85706,                0.75109,                0.84364,                0.62042,                0.97767,                0.81571,                 1.0667,             0.00044904,             0.00044904,             0.00044904
                    171,                 1.0931,                 1.0152,                 1.1252,                0.85096,                0.75755,                0.84322,                 0.6248,                0.96209,                0.79396,                 1.0603,             0.00044775,             0.00044775,             0.00044775
                    172,                 1.0507,                0.97493,                 1.0833,                0.86496,                 0.7584,                0.84622,                0.62188,                0.95877,                0.77612,                  1.059,             0.00044646,             0.00044646,             0.00044646
                    173,                 1.1112,                 1.0188,                 1.0976,                 0.8515,                0.75884,                0.85283,                0.63132,                0.93806,                  0.773,                 1.0526,             0.00044517,             0.00044517,             0.00044517
                    174,                 1.1208,                 1.0192,                 1.0855,                0.84445,                0.76379,                0.85396,                 0.6312,                0.94203,                0.79539,                 1.0539,             0.00044388,             0.00044388,             0.00044388
                    175,                 1.1176,                 1.0172,                 1.0835,                0.87574,                0.76239,                0.85703,                0.63421,                 0.9449,                 0.7917,                 1.0642,             0.00044259,             0.00044259,             0.00044259
                    176,                 1.1161,                 1.0205,                 1.0996,                 0.8464,                0.75653,                 0.8542,                0.63439,                0.91818,                0.79412,                 1.0485,              0.0004413,              0.0004413,              0.0004413
                    177,                 1.0923,                0.97176,                 1.0853,                0.83942,                0.75424,                0.84764,                0.62355,                0.92886,                 0.7763,                 1.0489,             0.00044001,             0.00044001,             0.00044001
                    178,                 1.0677,                0.97427,                 1.0879,                0.83891,                0.77868,                0.85197,                0.62744,                0.93598,                0.78286,                 1.0597,             0.00043872,             0.00043872,             0.00043872
                    179,                  1.086,                0.97447,                 1.0936,                0.84774,                0.77706,                0.86132,                0.63996,                0.92105,                0.76494,                 1.0489,             0.00043743,             0.00043743,             0.00043743
                    180,                 1.0849,                 0.9915,                  1.105,                0.87756,                0.76244,                 0.8644,                0.63692,                0.94867,                0.76585,                 1.0535,             0.00043614,             0.00043614,             0.00043614
                    181,                 1.0801,                0.97896,                 1.0938,                0.86132,                0.78605,                0.86608,                0.63933,                0.93726,                0.76622,                 1.0571,             0.00043485,             0.00043485,             0.00043485
                    182,                 1.0412,                0.91268,                 1.0705,                0.89257,                0.76459,                0.86676,                0.64705,                0.90618,                0.74618,                 1.0432,             0.00043356,             0.00043356,             0.00043356
                    183,                 1.0808,                0.98596,                 1.1099,                0.86436,                0.78712,                0.86528,                0.63881,                 0.9316,                0.75268,                 1.0513,             0.00043227,             0.00043227,             0.00043227
                    184,                  1.094,                0.98746,                 1.0916,                0.85021,                0.79045,                0.86904,                0.64654,                0.91674,                0.75698,                 1.0419,             0.00043098,             0.00043098,             0.00043098
                    185,                 1.0685,                0.96471,                  1.079,                0.86928,                0.78109,                 0.8703,                0.64648,                0.91266,                0.73961,                  1.042,             0.00042969,             0.00042969,             0.00042969
                    186,                 1.0967,                0.97489,                 1.1008,                0.86657,                0.77255,                0.87467,                0.64654,                0.92848,                0.75507,                 1.0513,              0.0004284,              0.0004284,              0.0004284
                    187,                 1.0569,                0.95929,                 1.0654,                0.89108,                0.77784,                0.87428,                0.64361,                0.93758,                0.74508,                 1.0539,             0.00042711,             0.00042711,             0.00042711
                    188,                 1.0974,                0.95365,                 1.0817,                0.87961,                0.78727,                0.87806,                0.65505,                0.92381,                0.74562,                  1.045,             0.00042582,             0.00042582,             0.00042582
                    189,                 1.0679,                0.95901,                 1.0785,                0.88232,                0.78218,                0.87178,                0.64711,                0.91215,                0.73931,                 1.0455,             0.00042454,             0.00042454,             0.00042454
                    190,                 1.0631,                0.93024,                 1.0931,                 0.8666,                0.77903,                0.87209,                0.65041,                0.91508,                0.74924,                 1.0419,             0.00042325,             0.00042325,             0.00042325
                    191,                 1.0916,                0.94724,                 1.0957,                0.89804,                0.77296,                 0.8792,                0.65577,                0.91657,                0.74322,                 1.0456,             0.00042196,             0.00042196,             0.00042196
                    192,                 1.0598,                0.92284,                  1.078,                0.90116,                0.78584,                0.88433,                0.65999,                 0.9139,                0.71923,                 1.0399,             0.00042067,             0.00042067,             0.00042067
                    193,                 1.0782,                0.93605,                 1.0759,                 0.8828,                0.79479,                0.88513,                0.66403,                0.91779,                0.71894,                  1.043,             0.00041938,             0.00041938,             0.00041938
                    194,                 1.0636,                0.95139,                  1.086,                0.88728,                0.78575,                0.87941,                0.65337,                0.92877,                0.73711,                 1.0498,             0.00041809,             0.00041809,             0.00041809
                    195,                 1.0939,                0.92759,                 1.0868,                0.87915,                0.79722,                0.87918,                0.66172,                0.89825,                0.72733,                 1.0311,              0.0004168,              0.0004168,              0.0004168
                    196,                 1.0345,                0.90642,                 1.0806,                0.89977,                0.77498,                0.87869,                0.66096,                0.90579,                0.73258,                 1.0355,             0.00041551,             0.00041551,             0.00041551
                    197,                 1.0853,                0.95164,                 1.0739,                0.89313,                0.78696,                0.88394,                0.65792,                0.92672,                0.74834,                 1.0441,             0.00041422,             0.00041422,             0.00041422
                    198,                 1.0459,                 0.8997,                 1.0828,                0.88499,                0.80005,                0.88696,                0.66255,                0.89225,                0.72502,                  1.038,             0.00041293,             0.00041293,             0.00041293
                    199,                  1.054,                0.91966,                 1.0612,                0.89449,                0.79626,                0.88715,                0.66103,                0.90425,                0.70953,                 1.0447,             0.00041164,             0.00041164,             0.00041164
                    200,                 1.0838,                0.95964,                 1.0726,                0.88305,                0.80556,                0.88901,                0.66502,                0.90504,                0.72721,                  1.037,             0.00041035,             0.00041035,             0.00041035
                    201,                 1.0405,                0.90624,                 1.0764,                0.88385,                0.81996,                0.89174,                0.66718,                0.88738,                0.71782,                 1.0293,             0.00040906,             0.00040906,             0.00040906
                    202,                  1.041,                 0.9118,                 1.0713,                0.87744,                0.79028,                0.88512,                0.65786,                 0.8984,                0.72514,                 1.0327,             0.00040777,             0.00040777,             0.00040777
                    203,                 1.0682,                0.93462,                 1.0995,                0.90823,                0.77052,                0.88347,                0.66507,                0.89076,                0.72274,                 1.0291,             0.00040648,             0.00040648,             0.00040648
                    204,                 1.0324,                0.89389,                 1.0597,                 0.9061,                0.79835,                0.88734,                0.65794,                0.89874,                0.71715,                 1.0298,             0.00040519,             0.00040519,             0.00040519
                    205,                 1.0407,                0.89635,                 1.0688,                 0.8632,                0.80452,                0.88052,                0.65288,                0.90781,                0.72242,                  1.037,              0.0004039,              0.0004039,              0.0004039
                    206,                 1.0391,                0.92762,                 1.0897,                 0.8704,                0.81108,                0.88387,                0.66247,                 0.8881,                 0.7142,                 1.0229,             0.00040261,             0.00040261,             0.00040261
                    207,                 1.0192,                0.89415,                 1.0689,                0.87685,                0.81227,                 0.8933,                 0.6638,                0.91021,                0.71698,                 1.0365,             0.00040132,             0.00040132,             0.00040132
                    208,                 1.0388,                0.91264,                  1.063,                0.88249,                0.80898,                0.89748,                0.66946,                0.89212,                0.70971,                 1.0299,             0.00040003,             0.00040003,             0.00040003
                    209,                0.99981,                0.86348,                 1.0598,                0.90687,                0.80703,                0.90387,                0.67409,                0.89738,                0.70383,                 1.0263,             0.00039874,             0.00039874,             0.00039874
                    210,                0.99129,                0.87859,                 1.0405,                0.91852,                0.80158,                0.89858,                0.67247,                0.89601,                0.71902,                 1.0261,             0.00039745,             0.00039745,             0.00039745
                    211,                 1.0611,                0.91541,                 1.0907,                0.89214,                0.80644,                0.89608,                0.67577,                0.86949,                0.69104,                 1.0182,             0.00039616,             0.00039616,             0.00039616
                    212,                0.99883,                0.84985,                 1.0605,                0.87907,                0.80359,                0.89517,                0.66858,                0.89127,                0.69227,                 1.0236,             0.00039487,             0.00039487,             0.00039487
                    213,                 0.9989,                 0.8995,                 1.0452,                0.91212,                0.79324,                0.89918,                0.67616,                0.87729,                0.68385,                 1.0221,             0.00039358,             0.00039358,             0.00039358
                    214,                 1.0181,                0.88732,                 1.0763,                0.89957,                0.81553,                0.90289,                0.67959,                0.87025,                0.69427,                 1.0163,             0.00039229,             0.00039229,             0.00039229
                    215,                 1.0074,                0.86575,                  1.033,                0.90979,                0.79491,                0.89379,                0.66777,                0.90326,                0.69472,                 1.0288,               0.000391,               0.000391,               0.000391
                    216,                0.99839,                0.84225,                 1.0483,                0.89642,                0.81759,                0.89804,                0.67878,                0.86286,                0.67709,                 1.0146,             0.00038971,             0.00038971,             0.00038971
                    217,                 1.0242,                0.88195,                 1.0613,                0.90742,                0.79912,                0.89656,                0.67714,                0.85831,                0.68656,                 1.0123,             0.00038842,             0.00038842,             0.00038842
                    218,                 1.0372,                0.86975,                 1.0411,                0.88182,                0.81569,                0.89482,                0.66952,                0.86366,                0.67925,                 1.0179,             0.00038713,             0.00038713,             0.00038713
                    219,                 1.0243,                 0.8713,                 1.0653,                0.89253,                0.80739,                0.89606,                0.67796,                 0.8551,                 0.6712,                 1.0116,             0.00038584,             0.00038584,             0.00038584
                    220,                 1.0196,                 0.8648,                 1.0628,                0.88531,                0.82205,                0.89883,                0.68482,                0.85919,                0.67086,                 1.0109,             0.00038455,             0.00038455,             0.00038455
                    221,                 1.0074,                0.84643,                 1.0836,                0.90228,                0.80544,                0.90318,                0.68162,                0.85181,                0.66119,                 1.0111,             0.00038326,             0.00038326,             0.00038326
                    222,                 1.0165,                0.86149,                 1.0388,                0.88278,                0.82384,                0.89958,                0.67719,                  0.871,                 0.6726,                 1.0193,             0.00038197,             0.00038197,             0.00038197
                    223,                 1.0427,                0.87129,                 1.0298,                0.87262,                 0.8265,                0.89554,                0.67301,                0.86375,                0.67999,                 1.0126,             0.00038069,             0.00038069,             0.00038069
                    224,                 1.0107,                0.86283,                 1.0401,                0.89478,                0.80725,                0.89508,                0.68035,                0.84396,                0.67487,                  1.012,              0.0003794,              0.0003794,              0.0003794
                    225,                 1.0042,                0.86971,                 1.0503,                0.89311,                0.82957,                    0.9,                0.67777,                0.85587,                0.67948,                 1.0141,             0.00037811,             0.00037811,             0.00037811
                    226,                 1.0159,                0.87231,                 1.0327,                 0.9043,                0.82082,                 0.9077,                0.67749,                0.86664,                0.67399,                 1.0145,             0.00037682,             0.00037682,             0.00037682
                    227,                 1.0184,                0.87661,                 1.0573,                0.91613,                0.80634,                0.91048,                0.68651,                0.86355,                0.67168,                 1.0155,             0.00037553,             0.00037553,             0.00037553
                    228,                 1.0197,                0.86029,                  1.068,                 0.9303,                0.81112,                0.91133,                0.69111,                0.84394,                0.65481,                 1.0086,             0.00037424,             0.00037424,             0.00037424
                    229,                0.98976,                0.81455,                 1.0429,                  0.902,                 0.8439,                0.91368,                0.68433,                 0.8666,                0.66272,                 1.0117,             0.00037295,             0.00037295,             0.00037295
                    230,                0.98631,                0.82969,                 1.0351,                 0.9234,                0.80758,                0.91345,                 0.6873,                0.86563,                0.66049,                  1.014,             0.00037166,             0.00037166,             0.00037166
                    231,                 1.0271,                0.88271,                 1.0512,                0.90914,                0.84403,                0.91816,                0.69047,                0.86503,                 0.6575,                 1.0134,             0.00037037,             0.00037037,             0.00037037
                    232,                 1.0188,                0.85308,                 1.0355,                 0.8968,                0.83895,                0.91713,                0.68855,                0.86458,                0.66873,                 1.0092,             0.00036908,             0.00036908,             0.00036908
                    233,                0.99891,                0.82979,                 1.0633,                0.90249,                0.83811,                0.91435,                0.69522,                0.84249,                0.64458,                 1.0021,             0.00036779,             0.00036779,             0.00036779
                    234,                0.97009,                 0.8021,                 1.0307,                0.89858,                0.83979,                 0.9114,                0.68622,                0.85173,                0.64765,                 1.0096,              0.0003665,              0.0003665,              0.0003665
                    235,                 0.9941,                0.84184,                 1.0397,                0.90224,                 0.8445,                  0.909,                0.68386,                0.85686,                0.65499,                 1.0087,             0.00036521,             0.00036521,             0.00036521
                    236,                 1.0196,                0.85028,                 1.0659,                0.90008,                0.82646,                0.90162,                0.69096,                0.84288,                0.65537,                 1.0073,             0.00036392,             0.00036392,             0.00036392
                    237,                0.97334,                0.81358,                 1.0477,                0.88335,                0.84832,                0.91085,                0.69192,                0.85214,                0.63774,                 1.0054,             0.00036263,             0.00036263,             0.00036263
                    238,                0.99193,                0.82742,                 1.0483,                0.89744,                0.84332,                 0.9163,                0.69446,                0.84798,                0.64377,                 1.0063,             0.00036134,             0.00036134,             0.00036134
                    239,                 1.0285,                0.85428,                 1.0493,                0.90966,                0.83874,                0.91865,                0.69688,                0.85382,                0.64496,                 1.0104,             0.00036005,             0.00036005,             0.00036005
                    240,                 1.0442,                0.84136,                 1.0378,                0.92974,                0.84364,                0.91997,                0.69541,                0.86374,                0.64604,                 1.0103,             0.00035876,             0.00035876,             0.00035876
                    241,                0.98336,                0.82594,                 1.0455,                0.88727,                0.85172,                0.91942,                0.69223,                0.85819,                 0.6498,                 1.0068,             0.00035747,             0.00035747,             0.00035747
                    242,                 1.0261,                0.87536,                 1.0711,                0.90872,                0.85147,                0.91778,                0.69984,                0.83199,                0.62763,                 1.0006,             0.00035618,             0.00035618,             0.00035618
                    243,                0.96471,                0.79846,                 1.0511,                0.89214,                0.84113,                 0.9158,                0.69347,                 0.8474,                0.64686,                  1.003,             0.00035489,             0.00035489,             0.00035489
                    244,                0.99799,                0.83886,                 1.0272,                0.89061,                0.86259,                0.91783,                 0.6978,                 0.8346,                0.64163,                0.99846,              0.0003536,              0.0003536,              0.0003536
                    245,                 1.0199,                0.83586,                 1.0512,                0.90528,                0.83971,                0.91771,                0.69654,                0.84173,                0.64044,                 1.0029,             0.00035231,             0.00035231,             0.00035231
                    246,                 1.0198,                0.86281,                 1.0621,                0.91939,                 0.8403,                0.91972,                0.69939,                0.83015,                0.63113,                0.99759,             0.00035102,             0.00035102,             0.00035102
                    247,                0.99196,                0.82651,                 1.0448,                0.90251,                0.83711,                0.91722,                0.70146,                0.83217,                0.63432,                0.99742,             0.00034973,             0.00034973,             0.00034973
                    248,                0.98275,                0.78997,                 1.0338,                0.93676,                0.81976,                0.91975,                0.70125,                0.84053,                0.63181,                0.99971,             0.00034844,             0.00034844,             0.00034844
                    249,                 1.0078,                0.82369,                 1.0397,                0.91867,                0.82982,                0.92057,                0.69789,                0.83544,                0.63402,                0.99985,             0.00034715,             0.00034715,             0.00034715
                    250,                0.99864,                0.80491,                 1.0413,                0.90747,                0.84261,                0.92266,                0.70175,                 0.8379,                0.62779,                0.99763,             0.00034586,             0.00034586,             0.00034586
                    251,                 1.0032,                0.82305,                 1.0618,                0.92765,                0.81624,                0.92231,                0.69998,                0.83163,                 0.6316,                0.99577,             0.00034457,             0.00034457,             0.00034457
                    252,                0.97367,                0.81748,                 1.0439,                0.92503,                0.81513,                 0.9188,                0.70293,                0.82104,                0.63061,                 0.9947,             0.00034328,             0.00034328,             0.00034328
                    253,                0.97639,                0.81185,                 1.0371,                0.91998,                0.83747,                0.92372,                0.71015,                0.81117,                 0.6101,                0.99235,             0.00034199,             0.00034199,             0.00034199
                    254,                 1.0036,                0.82155,                 1.0379,                0.92962,                0.82398,                0.92445,                0.70764,                0.82464,                0.62092,                0.98915,              0.0003407,              0.0003407,              0.0003407
                    255,                0.98004,                0.79302,                 1.0233,                0.90167,                0.84011,                0.92313,                0.70061,                0.82755,                0.62201,                0.99085,             0.00033941,             0.00033941,             0.00033941
                    256,                 1.0227,                 0.8457,                 1.0518,                0.90946,                0.83703,                0.92391,                0.70742,                0.81637,                0.61925,                0.99242,             0.00033812,             0.00033812,             0.00033812
                    257,                0.98456,                0.82813,                 1.0604,                0.90404,                0.85333,                0.92737,                0.71028,                0.83089,                0.60996,                0.99521,             0.00033683,             0.00033683,             0.00033683
                    258,                 0.9516,                0.74713,                 1.0269,                0.89573,                0.85241,                0.92348,                0.70076,                0.82759,                0.62346,                0.99933,             0.00033555,             0.00033555,             0.00033555
                    259,                0.97608,                0.78149,                 1.0663,                0.92112,                0.83629,                0.92199,                0.70348,                0.82103,                0.61694,                0.99658,             0.00033426,             0.00033426,             0.00033426
                    260,                 1.0279,                 0.8587,                 1.0498,                0.89946,                0.83287,                0.92429,                0.69947,                 0.8449,                0.61897,                0.99978,             0.00033297,             0.00033297,             0.00033297
                    261,                0.98097,                0.78431,                 1.0279,                 0.8845,                0.85196,                0.92421,                0.71025,                0.80719,                 0.6104,                0.98728,             0.00033168,             0.00033168,             0.00033168
                    262,                 1.0104,                 0.8214,                 1.0767,                0.88596,                0.86687,                0.92565,                0.70126,                0.83885,                0.62296,                0.99832,             0.00033039,             0.00033039,             0.00033039
                    263,                 1.0402,                  0.844,                 1.0581,                0.91103,                 0.8494,                0.92932,                 0.7157,                0.81428,                0.60185,                 0.9865,              0.0003291,              0.0003291,              0.0003291
                    264,                0.98437,                0.80604,                 1.0305,                0.91492,                0.84597,                0.92876,                0.70942,                0.82052,                0.60793,                0.98864,             0.00032781,             0.00032781,             0.00032781
                    265,                0.95848,                0.78671,                 1.0298,                0.91103,                0.84414,                0.92742,                0.71175,                0.81651,                0.61133,                0.98814,             0.00032652,             0.00032652,             0.00032652
                    266,                 0.9404,                0.76342,                 1.0176,                0.92165,                0.84327,                0.93067,                0.71842,                0.81211,                 0.6053,                0.98731,             0.00032523,             0.00032523,             0.00032523
                    267,                0.98033,                 0.7999,                  1.033,                0.92028,                0.85186,                0.93085,                0.71816,                0.80993,                0.59688,                0.98623,             0.00032394,             0.00032394,             0.00032394
                    268,                0.95483,                0.78436,                  1.022,                 0.9207,                0.85921,                0.93051,                0.72003,                0.81027,                0.60276,                0.98632,             0.00032265,             0.00032265,             0.00032265
                    269,                0.99994,                0.79675,                 1.0589,                0.92293,                 0.8625,                0.93378,                0.71887,                0.81422,                 0.5978,                0.98778,             0.00032136,             0.00032136,             0.00032136
                    270,                0.93461,                0.74928,                 1.0071,                0.91941,                0.83795,                0.93325,                0.71529,                0.80202,                0.60193,                0.98783,             0.00032007,             0.00032007,             0.00032007
                    271,                0.98807,                0.80295,                 1.0543,                0.90756,                0.85666,                0.93398,                0.71441,                 0.8163,                0.60999,                0.98907,             0.00031878,             0.00031878,             0.00031878
                    272,                0.98394,                0.78843,                 1.0361,                0.91956,                0.85851,                0.93525,                0.71678,                0.80771,                0.59762,                0.98521,             0.00031749,             0.00031749,             0.00031749
                    273,                0.94731,                0.77905,                 1.0166,                0.89461,                0.86606,                0.93184,                0.71458,                0.81643,                0.60441,                0.99283,              0.0003162,              0.0003162,              0.0003162
                    274,                0.95947,                0.76574,                 1.0162,                 0.9311,                0.84513,                0.93459,                0.71414,                0.82496,                0.60141,                0.98987,             0.00031491,             0.00031491,             0.00031491
                    275,                0.97589,                 0.7834,                 1.0262,                0.92828,                0.84469,                0.93169,                0.71559,                0.81364,                0.60116,                0.98581,             0.00031362,             0.00031362,             0.00031362
                    276,                0.95417,                0.77958,                 1.0215,                0.93745,                0.84424,                0.93387,                 0.7181,                0.80188,                0.58897,                0.98554,             0.00031233,             0.00031233,             0.00031233
                    277,                0.93584,                0.75543,                 1.0081,                0.92779,                0.85971,                0.93498,                0.72367,                0.79499,                0.58616,                0.98232,             0.00031104,             0.00031104,             0.00031104
                    278,                0.93767,                0.76612,                 1.0132,                0.93041,                0.85537,                0.93586,                0.71634,                0.81437,                0.59855,                 0.9845,             0.00030975,             0.00030975,             0.00030975
                    279,                0.99296,                0.81982,                 1.0256,                 0.9092,                0.87696,                0.93927,                0.72592,                 0.7978,                0.58502,                0.98028,             0.00030846,             0.00030846,             0.00030846
                    280,                0.95179,                0.77341,                 1.0379,                 0.9283,                0.86438,                0.93927,                0.72466,                0.79525,                 0.5814,                0.98215,             0.00030717,             0.00030717,             0.00030717
                    281,                 0.9629,                0.78605,                 1.0433,                0.92687,                 0.8662,                0.93577,                0.72462,                0.79429,                0.59173,                0.97903,             0.00030588,             0.00030588,             0.00030588
                    282,                0.94205,                0.76786,                 1.0189,                0.92205,                0.86387,                0.93571,                0.72139,                0.80918,                0.59618,                0.98749,             0.00030459,             0.00030459,             0.00030459
                    283,                0.97562,                0.78052,                 1.0045,                0.91676,                0.86356,                0.93956,                0.72183,                0.79963,                0.58298,                 0.9837,              0.0003033,              0.0003033,              0.0003033
                    284,                0.97133,                0.76674,                 1.0214,                 0.9186,                0.87527,                0.94258,                0.72504,                0.79476,                 0.5753,                0.97871,             0.00030201,             0.00030201,             0.00030201
                    285,                0.96734,                0.78225,                 1.0477,                0.93134,                0.86208,                0.93966,                0.72828,                0.78952,                0.57762,                0.97848,             0.00030072,             0.00030072,             0.00030072
                    286,                0.92722,                0.73868,                  1.034,                0.93579,                0.86527,                0.93735,                 0.7296,                0.78915,                0.57988,                0.98116,             0.00029943,             0.00029943,             0.00029943
                    287,                0.95383,                0.79101,                 1.0479,                0.91912,                0.86462,                0.93577,                0.72389,                0.80283,                0.59648,                0.98665,             0.00029814,             0.00029814,             0.00029814
                    288,                0.92713,                 0.7453,                 1.0231,                0.91222,                  0.874,                0.94025,                0.72617,                0.78875,                  0.587,                0.97981,             0.00029685,             0.00029685,             0.00029685
                    289,                 0.9388,                0.76267,                   1.02,                0.92434,                0.85736,                0.93849,                0.72223,                0.79454,                0.58668,                0.98114,             0.00029556,             0.00029556,             0.00029556
                    290,                0.95746,                0.77462,                 1.0119,                0.92753,                0.85236,                0.93722,                0.71687,                0.81957,                0.60258,                0.98467,             0.00029427,             0.00029427,             0.00029427
                    291,                0.94283,                0.75287,                 1.0153,                0.92999,                 0.8632,                0.93686,                0.72532,                0.78833,                0.58657,                0.97339,             0.00029298,             0.00029298,             0.00029298
                    292,                0.96898,                 0.7604,                  1.039,                0.93733,                0.84984,                0.93952,                 0.7282,                0.78582,                 0.5753,                0.97322,              0.0002917,              0.0002917,              0.0002917
                    293,                0.93384,                0.75675,                0.99968,                0.93158,                0.86486,                0.94129,                0.72949,                0.78023,                0.57953,                0.97676,             0.00029041,             0.00029041,             0.00029041
                    294,                0.95282,                0.77679,                 1.0224,                0.93565,                0.87095,                0.94369,                0.72627,                0.79992,                0.57908,                0.98093,             0.00028912,             0.00028912,             0.00028912
                    295,                0.94162,                0.77084,                 1.0232,                0.93009,                0.87615,                0.94504,                0.73221,                0.77971,                 0.5733,                0.97089,             0.00028783,             0.00028783,             0.00028783
                    296,                0.92885,                 0.7575,                 1.0059,                0.94715,                0.85922,                0.94755,                0.73273,                0.78867,                0.57301,                0.97542,             0.00028654,             0.00028654,             0.00028654
                    297,                 0.9499,                0.76795,                 1.0416,                0.93524,                0.85831,                0.94309,                0.73431,                0.78222,                0.57971,                0.97358,             0.00028525,             0.00028525,             0.00028525
                    298,                0.93153,                0.75907,                 1.0058,                0.94512,                0.86011,                0.94437,                 0.7343,                0.77818,                0.57268,                0.97303,             0.00028396,             0.00028396,             0.00028396
                    299,                0.90851,                0.73383,                 1.0218,                0.91717,                 0.8643,                0.94175,                 0.7294,                0.78696,                0.57827,                0.97465,             0.00028267,             0.00028267,             0.00028267
                    300,                0.92055,                0.76414,                 1.0184,                 0.9257,                0.87929,                 0.9427,                 0.7299,                0.78814,                0.57125,                0.97356,             0.00028138,             0.00028138,             0.00028138
